Gene,Non-unique Gene name,Annotation,gardnerella_leopoldii_UGent06.41,gardnerella_leopoldii_UMB6774,gardnerella_piotii_JNFY15,gardnerella_piotii_UGhent18.01,gardnerella_swidsinskii_GS9838-1,gardnerella_swidsinskii_JNFY3,gardnerella_vaginalis_ATCC14018,gardnerella_vaginalis_NR001
group_2170,,single-stranded DNA-binding protein,,,,,,,HBKJMDBP_00608,LDEEJEMD_00831
group_2150,cas5e,type I-E CRISPR-associated protein Cas5/CasD,,,,,MEHEBMPK_00463,JPHLBIEJ_00098,,
group_2124,,hypothetical protein,,,,,,,HBKJMDBP_00805,LDEEJEMD_01375
group_2120,,hypothetical protein,,,NCOBLFIM_01070,CHHPJEJH_00515,,,,
group_2118,,hypothetical protein,,,,,,,HBKJMDBP_01294,LDEEJEMD_01521
group_2111,,PASTA domain-containing protein,GPLCAFGD_00751,IJGDKHFC_00949,,,,,,
group_2109,,type II toxin-antitoxin system RelE/ParE family toxin;addiction module toxin RelE,,,,CHHPJEJH_00502,,,HBKJMDBP_00494,
group_2108,,hypothetical protein,,,,,MEHEBMPK_00450,JPHLBIEJ_00077,,
group_2092,,hypothetical protein,GPLCAFGD_00265,,,,MEHEBMPK_01271,,,
group_2083,,ABC transporter ATP-binding protein;ABC transporter ATP-binding protein/permease,GPLCAFGD_00251,,,,MEHEBMPK_01261,,,
group_2082,,energy-coupling factor transporter ATPase;ATP-binding cassette domain-containing protein,GPLCAFGD_00247,,,,MEHEBMPK_01257,,,
group_2081,,hypothetical protein,,,,CHHPJEJH_00188,MEHEBMPK_00206,,,
group_2051,,SpaH/EbpB family LPXTG-anchored major pilin,,,,,MEHEBMPK_01117,JPHLBIEJ_00505,,
group_2050,,phosphotransferase,,,NCOBLFIM_00356,CHHPJEJH_00993,,,,
group_2032,cas6e,type I-E CRISPR-associated protein Cas6/Cse3/CasE,,,,,MEHEBMPK_00464,JPHLBIEJ_00099,,
group_2013,,RecX family transcriptional regulator,,,,,,,HBKJMDBP_00677,LDEEJEMD_00916
group_2012,,ATP-dependent helicase,,,NCOBLFIM_00355,CHHPJEJH_00992,,,,
group_2007,,hypothetical protein,,,NCOBLFIM_01001,CHHPJEJH_00426,,,,
group_2006,,hypothetical protein,,,,,MEHEBMPK_00700,JPHLBIEJ_00336;JPHLBIEJ_00335,,
pulA_4~~~pulA_1,pulA_4;pulA_1,type I pullulanase,,,NCOBLFIM_00745,CHHPJEJH_00169,,,,
group_1998,,peptidase,,,NCOBLFIM_00947,CHHPJEJH_00371,,,,
group_1995,,Lon protease,,,,,,,HBKJMDBP_01042,LDEEJEMD_01085
group_1967,,CinA family protein,,,NCOBLFIM_00097,CHHPJEJH_00755,,,,
group_1960,,SpaH/EbpB family LPXTG-anchored major pilin,GPLCAFGD_00186,IJGDKHFC_01181,,,,,,
comEC,comEC,ComE operon protein 3,,,,,,,HBKJMDBP_00806,LDEEJEMD_01374
group_1957,,pilus assembly protein TadE,,,,,,,HBKJMDBP_00159,LDEEJEMD_00340
group_1954,,class C sortase,,,,,,,HBKJMDBP_01038,LDEEJEMD_01091
smc_3,;smc_3,hypothetical protein;Chromosome partition protein Smc,,,NCOBLFIM_00602,CHHPJEJH_00029,,,,
group_1953,,beta-carotene 1515'-monooxygenase;hypothetical protein,,,,,,,HBKJMDBP_00691,LDEEJEMD_00932;LDEEJEMD_00931
group_1952,,hypothetical protein,,,,,MEHEBMPK_01123,JPHLBIEJ_00499,,
group_1951,,hypothetical protein,,,,,,,HBKJMDBP_00262,LDEEJEMD_00229
group_1950,,hypothetical protein;family 65 glycosyl hydrolase,,,,,,,HBKJMDBP_00322,LDEEJEMD_00160;LDEEJEMD_00159
group_1949,,ATP-binding protein,,,,,MEHEBMPK_00451,JPHLBIEJ_00081,,
group_1948,,cell surface protein,,,,,,,HBKJMDBP_00895,LDEEJEMD_01276
group_1946,,hypothetical protein,GPLCAFGD_00078,IJGDKHFC_00770,,,,,,
group_1942,,hypothetical protein,,,,,MEHEBMPK_00783,JPHLBIEJ_00437;JPHLBIEJ_00436,,
group_1936,,hypothetical protein;glycosyl hydrolase family 20,,,,,,,HBKJMDBP_00645,LDEEJEMD_00878;LDEEJEMD_00877
group_1933,,hypothetical protein,GPLCAFGD_00750,IJGDKHFC_00948,,,,,,
group_1930,,hypothetical protein;type II toxin-antitoxin system antitoxin RelB/DinJ family,,,,CHHPJEJH_00501,,,HBKJMDBP_00493,
group_1929,,hypothetical protein,,,,,MEHEBMPK_00449,JPHLBIEJ_00076,,
group_1925,,hypothetical protein,,,,,,,HBKJMDBP_00265,LDEEJEMD_00221
group_1924,,hypothetical protein,,,NCOBLFIM_00826,CHHPJEJH_00250,,,,
group_1917,,type II toxin-antitoxin system RelB/DinJ family antitoxin,GPLCAFGD_00179,IJGDKHFC_00669,,,,,,
group_1912,,hypothetical protein,,,NCOBLFIM_00827,CHHPJEJH_00251,,,,
group_1907,,type II toxin-antitoxin system YafQ family toxin,,,NCOBLFIM_00576,CHHPJEJH_00003,,,,
group_1894,,FtsQ-type POTRA domain-containing protein,,,NCOBLFIM_00373,CHHPJEJH_01012,,,,
rapA,rapA,RNA polymerase-associated protein RapA,GPLCAFGD_00266,,,,MEHEBMPK_01272,,,
group_1886,mvk,mevalonate kinase,,,NCOBLFIM_00956,CHHPJEJH_00381,,,,
group_1884,,GNAT family acetyltransferase,,,,,,,HBKJMDBP_01079,LDEEJEMD_01036
bca,;bca,hypothetical protein;C protein alpha-antigen,,,,,MEHEBMPK_01136,JPHLBIEJ_00483;JPHLBIEJ_00482,,
group_1880,,hypothetical protein,GPLCAFGD_00279,,,,,JPHLBIEJ_01166,,
group_1879,,hypothetical protein,,,,,MEHEBMPK_00718,JPHLBIEJ_00352,,
group_1863,,ABC transporter ATP-binding protein;ABC transporter ATP-binding protein/permease,GPLCAFGD_00250,,,,MEHEBMPK_01260,,,
ecfT,ecfT,Energy-coupling factor transporter transmembrane protein EcfT,GPLCAFGD_00248,,,,MEHEBMPK_01258,,,
casA,casA,type I-E CRISPR-associated protein Cse1/CasA,,,,,,,HBKJMDBP_00874,LDEEJEMD_01295
group_1855,,cell wall-binding protein;hypothetical protein,,,,,,,HBKJMDBP_00219,LDEEJEMD_00278;LDEEJEMD_00280;LDEEJEMD_00277;LDEEJEMD_00279
group_1853,,serine/threonine protein kinase;hypothetical protein,,,,,,,HBKJMDBP_01202,LDEEJEMD_01584;LDEEJEMD_01583
group_1845,,peptidase,,,,,MEHEBMPK_01126,JPHLBIEJ_00496,,
group_1844,,SAM-dependent methyltransferase,,,NCOBLFIM_00627,CHHPJEJH_00053,,,,
group_1842,,ABC transporter ATP-binding protein/permease,,,NCOBLFIM_00401,CHHPJEJH_01040,,,,
group_1838,,toxin-antitoxin system protein;hypothetical protein,,,NCOBLFIM_00432,CHHPJEJH_01073,,,,
group_1833,,HAMP domain-containing histidine kinase,,,NCOBLFIM_01037,CHHPJEJH_00463,,,,
group_1826,,ATP-dependent Clp protease proteolytic subunit;hypothetical protein,GPLCAFGD_00282,,,,,JPHLBIEJ_01169,,
group_1814,,hypothetical protein,,IJGDKHFC_01111,,,,,HBKJMDBP_00762,
group_1813,,ComF family protein,,,NCOBLFIM_01036,CHHPJEJH_00462,,,,
group_1811,,hypothetical protein,,,NCOBLFIM_00246,CHHPJEJH_00901,,,,
group_1810,,biotin--[acetyl-CoA-carboxylase] ligase,,,NCOBLFIM_00474,CHHPJEJH_01112,,,,
ebh,;ebh,hypothetical protein;Extracellular matrix-binding protein ebh,,,,,MEHEBMPK_00628,JPHLBIEJ_00254,,
group_1800,,hypothetical protein,GPLCAFGD_00003,IJGDKHFC_00849,,,,,,
group_1798,,vitamin K epoxide reductase family protein,,,NCOBLFIM_00359,CHHPJEJH_00996,,,,
group_1797,,hypothetical protein,,,NCOBLFIM_00357,CHHPJEJH_00994,,,,
group_1789,,peptidase,,,NCOBLFIM_00601,CHHPJEJH_00028,,,,
group_1787,,hypothetical protein,,,,,,,HBKJMDBP_00278,LDEEJEMD_00206
cas2e_2~~~cas2e,cas2e_2;cas2e,type I-E CRISPR-associated endoribonuclease Cas2,,,,,,,HBKJMDBP_00868,LDEEJEMD_01300
group_1784,,hypothetical protein,,,NCOBLFIM_01201,CHHPJEJH_00646,,,,
group_1783,,SpaH/EbpB family LPXTG-anchored major pilin,,,NCOBLFIM_00821,CHHPJEJH_00245,,,,
group_1779,,penicillin amidase,,,,,,,HBKJMDBP_00339,LDEEJEMD_00138
group_1776,,cation diffusion facilitator family transporter,,,,,,,HBKJMDBP_00956,LDEEJEMD_01195
group_1775,,ComEC/Rec2 family competence protein,,,NCOBLFIM_01184,CHHPJEJH_00628,,,,
group_1773,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,,,NCOBLFIM_01041,CHHPJEJH_00467,,,,
group_1771,rnpA,ribonuclease P protein component,,,NCOBLFIM_00648,CHHPJEJH_00074,,,,
group_1770,,ABC transporter ATP-binding protein/permease,,,NCOBLFIM_00400,CHHPJEJH_01039,,,,
group_1769,trmB,tRNA (guanosine(46)-N7)-methyltransferase TrmB,,,NCOBLFIM_00396,CHHPJEJH_01035,,,,
group_1767,,SpaH/EbpB family LPXTG-anchored major pilin,GPLCAFGD_00900,IJGDKHFC_00038,,,,,,
group_1765,,hypothetical protein,,,NCOBLFIM_00733,CHHPJEJH_00157,,,,
group_1760,,pilus assembly protein,,,NCOBLFIM_00703,CHHPJEJH_00126,,,,
group_1757,,hypothetical protein,,,NCOBLFIM_00878,CHHPJEJH_00302,,,,
cas1e,cas1e,type I-E CRISPR-associated endonuclease Cas1e,,,,,MEHEBMPK_00465,JPHLBIEJ_00100,,
group_1750,,LD-transpeptidase,,,NCOBLFIM_01154,CHHPJEJH_00598,,,,
group_1747,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase,,,NCOBLFIM_00379,CHHPJEJH_01018,,,,
group_1740,,hypothetical protein,,,NCOBLFIM_00121,CHHPJEJH_00779,,,,
group_1737,,ORF6N domain-containing protein,,,NCOBLFIM_00534,CHHPJEJH_01177,,,,
group_1733,,NAD(P)H-hydrate dehydratase,,,NCOBLFIM_01134,CHHPJEJH_00578,,,,
group_1731,,leucine-rich repeat domain-containing protein,,,NCOBLFIM_00368,CHHPJEJH_01006;CHHPJEJH_01007,,,,
group_1722,,GA module-containing protein,,,NCOBLFIM_00253,CHHPJEJH_00908,,,,
group_1720,,hypothetical protein,,,NCOBLFIM_00200,CHHPJEJH_00865,,,,
galT_1,galT_1,galactose-1-phosphate uridylyltransferase,,,,,,,HBKJMDBP_00388,LDEEJEMD_00040
group_1716,truB,tRNA pseudouridine(55) synthase TruB,,,NCOBLFIM_00882,CHHPJEJH_00306,,,,
group_1706,,hypothetical protein,,,,,,,HBKJMDBP_00108,LDEEJEMD_00402
group_1702,,short-chain dehydrogenase;hypothetical protein,,,,,,,HBKJMDBP_00537,LDEEJEMD_00748
group_1696,,serine/threonine protein kinase,,,NCOBLFIM_00795,CHHPJEJH_00219,,,,
group_1694,,zinc-dependent metalloprotease,,,NCOBLFIM_00354,CHHPJEJH_00991,,,,
group_1683,,PASTA domain-containing protein,GPLCAFGD_00590,IJGDKHFC_00404,,,,,,
group_1681,,recombinase family protein,,,,,MEHEBMPK_00446,JPHLBIEJ_00073,,
group_1675,,hypothetical protein,,,NCOBLFIM_01174,CHHPJEJH_00618,,,,
group_1673,,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2 6-diaminopimelate ligase,,,NCOBLFIM_00428,CHHPJEJH_01069,,,,
group_1659,,acyltransferase domain-containing protein,,,NCOBLFIM_00942,CHHPJEJH_00366,,,,
group_1657,,ATP-binding cassette domain-containing protein,GPLCAFGD_01118,IJGDKHFC_00255,,,,,,
group_1652,,hydrolase,,,,,,,HBKJMDBP_01043,LDEEJEMD_01084
group_1651,,carbohydrate kinase,,,,,,,HBKJMDBP_00382,LDEEJEMD_00047
group_1636,,aminoacyltransferase,,,NCOBLFIM_00407,CHHPJEJH_01048,,,,
pulA_1~~~pulA_2,pulA_1;pulA_2,type I pullulanase,,,,,MEHEBMPK_00955,JPHLBIEJ_01243,,
group_1627,,peptidoglycan DD-metalloendopeptidase family protein,,,NCOBLFIM_01176,CHHPJEJH_00620,,,,
group_1622,,hypothetical protein,,,NCOBLFIM_00521,CHHPJEJH_01191,,,,
group_1621,,hypothetical protein,,,,,,,HBKJMDBP_01248,LDEEJEMD_01449
group_1620,,single-stranded DNA-binding protein,,,NCOBLFIM_00174,CHHPJEJH_00837,,,,
group_1605,,ATPase,,,,,,,HBKJMDBP_00122,LDEEJEMD_00385
group_1601,,sugar porter family MFS transporter,,,NCOBLFIM_00624,CHHPJEJH_00050,,,,
group_1594,,InlB B-repeat-containing protein,,,NCOBLFIM_01103,CHHPJEJH_00547,,,,
group_1589,,helix-hairpin-helix domain-containing protein,,,NCOBLFIM_01183,CHHPJEJH_00627,,,,
group_1586,,GA module-containing protein,,,,,MEHEBMPK_00627,JPHLBIEJ_00253,,
group_1581,,FHA domain-containing protein,,,NCOBLFIM_00823,CHHPJEJH_00247,,,,
group_1579,,Rib/alpha-like domain-containing protein,GPLCAFGD_00185,IJGDKHFC_01182,,,,,,
group_1578,,competence protein ComEA,,,,,,,HBKJMDBP_00807,LDEEJEMD_01373
group_1575,,hypothetical protein,,,,,MEHEBMPK_01082,JPHLBIEJ_00721,,
group_1574,,ABC transporter permease;hypothetical protein,,,,,,,HBKJMDBP_00105,LDEEJEMD_00407;LDEEJEMD_00406
group_1573,,EamA/RhaT family transporter,,,,,,,HBKJMDBP_00323,LDEEJEMD_00158
group_1571,,hypothetical protein;cell surface protein,,,,,,,HBKJMDBP_00928,LDEEJEMD_01229
group_1570,,peptidase;hypothetical protein,,,,,,,HBKJMDBP_00415,LDEEJEMD_00008
group_1569,,hypothetical protein,,,,,MEHEBMPK_00717,JPHLBIEJ_00351,,
group_1567,,hypothetical protein,,,,,MEHEBMPK_00439,JPHLBIEJ_01037,,
group_1565,,sugar ABC transporter permease,,,,,,,HBKJMDBP_00106,LDEEJEMD_00405
group_1564,,2-keto-3-deoxygluconate permease,,,,,,,HBKJMDBP_00538,LDEEJEMD_00749
group_1563,,hypothetical protein,,,,,MEHEBMPK_01122,JPHLBIEJ_00500,,
group_1562,,GA module-containing protein,,,NCOBLFIM_00406,CHHPJEJH_01047,,,,
group_1561,,hypothetical protein,,,NCOBLFIM_00522,CHHPJEJH_01190,,,,
group_1560,,heat-shock protein HtpX,,,,,,,HBKJMDBP_00042,LDEEJEMD_00475
group_1559,,hypothetical protein;multidrug ABC transporter ATP-binding protein;ABC transporter,,,,,,,HBKJMDBP_01114,LDEEJEMD_00559;LDEEJEMD_00560;LDEEJEMD_00558
group_1558,,hypothetical protein;ribonuclease G,,,,,,,HBKJMDBP_01213,LDEEJEMD_01569;LDEEJEMD_01568;LDEEJEMD_01567;LDEEJEMD_01570
group_1557,,hypothetical protein;anaerobic ribonucleoside-triphosphate reductase,,,,,,,HBKJMDBP_01116,LDEEJEMD_00563;LDEEJEMD_00564;LDEEJEMD_00565;LDEEJEMD_00562
group_1556,,hypothetical protein;Rrf2 family transcriptional regulator;multidrug ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_01113,LDEEJEMD_00557;LDEEJEMD_00556;LDEEJEMD_00555
group_1555,,hypothetical protein,,,,,,,HBKJMDBP_00390,LDEEJEMD_00038;LDEEJEMD_00037;LDEEJEMD_00036
group_1554,,hypothetical protein,,,,,,,HBKJMDBP_00254,LDEEJEMD_00238
group_1553,,type II toxin-antitoxin system RelE/ParE family toxin,,,,,MEHEBMPK_00452;MEHEBMPK_00453,JPHLBIEJ_00082,,
group_1552,,hypothetical protein;phenylalanine--tRNA ligase subunit beta,,,,,,,HBKJMDBP_00953,LDEEJEMD_01199;LDEEJEMD_01200
group_1551,,glycosyl hydrolase family 31,,,,,,,HBKJMDBP_01088,LDEEJEMD_01026
group_1550,,sugar ABC transporter permease;hypothetical protein,,,,,,,HBKJMDBP_00321,LDEEJEMD_00161;LDEEJEMD_00162
group_1549,,LlaJI family restriction endonuclease,,,,,MEHEBMPK_00889,JPHLBIEJ_01162,,
group_1548,,hypothetical protein,,,,,,,HBKJMDBP_00879,LDEEJEMD_01292
group_1547,,InlB B-repeat-containing protein,,,NCOBLFIM_00211,CHHPJEJH_00876,,,,
group_1546,,kinase,,,,,,,HBKJMDBP_00089,LDEEJEMD_00426
group_1545,,AMP-dependent synthetase,,,,,,,HBKJMDBP_00592,LDEEJEMD_00808
group_1544,,GNAT family N-acetyltransferase,,,,,,,HBKJMDBP_00500,LDEEJEMD_00731
group_1543,,DNA (cytosine-5-)-methyltransferase,,,,,,,HBKJMDBP_00253,LDEEJEMD_00239
group_1542,,hypothetical protein,,,,,,,HBKJMDBP_01045,LDEEJEMD_01081
group_1541,,hypothetical protein,,,NCOBLFIM_00261,,,JPHLBIEJ_00379;JPHLBIEJ_00378,,
group_1540,,hypothetical protein,,,,,MEHEBMPK_01041,JPHLBIEJ_00038,,
group_1539,,type II toxin-antitoxin system antitoxin RelB/DinJ family,,,,,,,HBKJMDBP_00441,LDEEJEMD_00697
group_1538,,cell division protein FtsK;hypothetical protein,,,,,,,HBKJMDBP_00549,LDEEJEMD_00758;LDEEJEMD_00759
group_1536,,AMP-dependent synthetase,GPLCAFGD_00079,IJGDKHFC_00769,,,,,,
group_1535,,primosome assembly protein PriA;hypothetical protein,,,,,,,HBKJMDBP_00932,LDEEJEMD_01226
group_1534,,hypothetical protein,,,,,MEHEBMPK_00455,JPHLBIEJ_00084,,
group_1532,,hypothetical protein,,,,,,,HBKJMDBP_00553,LDEEJEMD_00769
group_1530,,glycoside hydrolase family 2;hypothetical protein,,,,,,,HBKJMDBP_00325,LDEEJEMD_00154
group_1529,,flp pilus-assembly TadE/G-like family protein,,,NCOBLFIM_00699,CHHPJEJH_00122,,,,
group_1527,,InlB B-repeat-containing protein;hypothetical protein,GPLCAFGD_00891;GPLCAFGD_00892,IJGDKHFC_00030,,,,,,
group_1525,,exo-alpha-sialidase,,,NCOBLFIM_00216,CHHPJEJH_00881,,,,
group_1524,,ABC transporter permease;hypothetical protein,,,,,,,HBKJMDBP_00332,LDEEJEMD_00147;LDEEJEMD_00146
group_1523,,hypothetical protein,GPLCAFGD_00929,IJGDKHFC_00065,,,,,,
group_1522,,hypothetical protein,,,NCOBLFIM_00265,,,JPHLBIEJ_00374,,
group_1521,,damage-inducible protein CinA,,,,,,,HBKJMDBP_00674,LDEEJEMD_00914
group_1520,,hypothetical protein,,,,,MEHEBMPK_00784,JPHLBIEJ_00438,,
group_1518,,SAM-dependent methyltransferase,,,,,,,HBKJMDBP_00060,LDEEJEMD_00454
group_1516,,LacI family transcriptional regulator;hypothetical protein,,,,,,,HBKJMDBP_01087,LDEEJEMD_01027
group_1513,,hypothetical protein,,,,,,,HBKJMDBP_01292,LDEEJEMD_01519
group_1510,,ABC transporter permease,,,,,,,HBKJMDBP_01090,LDEEJEMD_01022
group_1509,,IS256-like element IS1249 family transposase;hypothetical protein,,,NCOBLFIM_00269,,,JPHLBIEJ_00369,,
group_1508,,hypothetical protein,,,NCOBLFIM_00014,CHHPJEJH_00670,,,,
group_1507,,G5 domain-containing protein,,,,,,,HBKJMDBP_00096,LDEEJEMD_00419
group_1505,,hypothetical protein,GPLCAFGD_01117,IJGDKHFC_00254,,,,,,
group_1504,,cytoplasmic protein,,,,,,,HBKJMDBP_00337,LDEEJEMD_00141
group_1502,,hypothetical protein;ABC transporter substrate-binding protein,,,,,,,HBKJMDBP_01051,LDEEJEMD_01074;LDEEJEMD_01075
group_1500,,AAA family ATPase,,,,,MEHEBMPK_00888,JPHLBIEJ_01161,,
group_1499,,Tat pathway signal sequence domain protein;hypothetical protein,,,,,,,HBKJMDBP_00591,LDEEJEMD_00807
cas5e,cas5e,type I-E CRISPR-associated protein Cas5/CasD,,,,,,,HBKJMDBP_00871,LDEEJEMD_01298
group_1497,,serine/threonine protein kinase,,,NCOBLFIM_00665,CHHPJEJH_00091,,,,
group_1496,,hypothetical protein,,,,,,,HBKJMDBP_00739,LDEEJEMD_00987
group_1495,,NagC family transcriptional regulator,,,,,,,HBKJMDBP_01168,LDEEJEMD_00634
group_1494,,ABC transporter ATP-binding protein,,,,,,,HBKJMDBP_01166,LDEEJEMD_00632
group_1493,,Crp/Fnr family transcriptional regulator,,,,,,,HBKJMDBP_00642,LDEEJEMD_00874
group_1491,,hypothetical protein,,,,,,,HBKJMDBP_00580,LDEEJEMD_00797
group_1490,,hypothetical protein,,,,,MEHEBMPK_00891,JPHLBIEJ_01175,,
group_1488,,xylulose kinase;hypothetical protein,,,,,,,HBKJMDBP_00328,LDEEJEMD_00151
group_1486,,ABC transporter permease,,,,,,,HBKJMDBP_00393,LDEEJEMD_00032
group_1485,,beta-galactosidase,,,,,,,HBKJMDBP_00104,LDEEJEMD_00410
group_1484,,25-diketo-D-gluconic acid reductase;putative oxidoreductase/MSMEI_2347,,,,,,,HBKJMDBP_01160,LDEEJEMD_00627
group_1483,,recombination regulator RecX,,,NCOBLFIM_00094,CHHPJEJH_00752,,,,
group_1480,,hypothetical protein,,,NCOBLFIM_00126,CHHPJEJH_00784,,,,
group_1477,,hypothetical protein,GPLCAFGD_00113,IJGDKHFC_00735,,,,,,
group_1476,,N-acetylglucosamine kinase,,,,,,,HBKJMDBP_00647,LDEEJEMD_00880
group_1475,,hypothetical protein,,,NCOBLFIM_00909,CHHPJEJH_00333,,,,
group_1473,,DNA polymerase III subunit epsilon,,,,,,,HBKJMDBP_00387,LDEEJEMD_00042
group_1472,,DeoR family transcriptional regulator,,,,,,,HBKJMDBP_01119,LDEEJEMD_00568
group_1471,,Abi family protein,,,NCOBLFIM_00268,,,JPHLBIEJ_00371,,
group_1468,,hypothetical protein,,,NCOBLFIM_00212,CHHPJEJH_00877,,,,
group_1467,,hypothetical protein,,IJGDKHFC_00486,,,,JPHLBIEJ_00068,,
group_1464,,hypothetical protein,,,NCOBLFIM_01094,CHHPJEJH_00538,,,,
group_1461,,hypothetical protein,GPLCAFGD_00524,,NCOBLFIM_00683,,,,,
group_1459,,CadD family cadmium resistance transporter,,,,CHHPJEJH_00500,,,HBKJMDBP_00492,
group_1447,,hypothetical protein,,,,,MEHEBMPK_00448,JPHLBIEJ_00075,,
group_1445,,hypothetical protein,,,,,MEHEBMPK_00457,5_refound_22,,
group_1442,,hypothetical protein,GPLCAFGD_00407,IJGDKHFC_00589,,,,,,
group_1431,,hypothetical protein,,,,,MEHEBMPK_00555,JPHLBIEJ_00187,,
group_1429,,hypothetical protein,,,NCOBLFIM_00257,,,JPHLBIEJ_00383,,
group_1428,,hypothetical protein,GPLCAFGD_00321,1_refound_6,,,,,,
group_1425,,hypothetical protein,,,,,,,6_refound_56,LDEEJEMD_01398
group_1423,,hypothetical protein,,,,,,,6_refound_28,LDEEJEMD_00140
group_1422,,hypothetical protein,,,,,MEHEBMPK_00276,JPHLBIEJ_00875,,
group_1419,,hypothetical protein,,,,,,,6_refound_26,LDEEJEMD_00041
group_1416,,hypothetical protein,,,,,,,6_refound_47,LDEEJEMD_01023
group_1415,,hypothetical protein,,,,,,,6_refound_39,LDEEJEMD_00576
group_1412,,hypothetical protein,,,,,,,6_refound_58,LDEEJEMD_01564
group_1411,,hypothetical protein,,,,,,,6_refound_53,LDEEJEMD_01242
group_1408,,type A2 lantipeptide,,,,,MEHEBMPK_00972,JPHLBIEJ_01260,,
group_1405,,hypothetical protein,,,,,,,6_refound_44,LDEEJEMD_00858
group_1404,,hypothetical protein,,,,,,,6_refound_43,LDEEJEMD_00746
group_1400,,hypothetical protein,,,,,,,HBKJMDBP_00251,LDEEJEMD_00242
group_1397,,hypothetical protein,0_refound_1,IJGDKHFC_00655,,,,,,
group_1390,,hypothetical protein,,,,,,,6_refound_48,LDEEJEMD_01156
group_1388,,hypothetical protein,,,,,,,6_refound_25,LDEEJEMD_00034
group_1387,,hypothetical protein,,,,,,,HBKJMDBP_00378,LDEEJEMD_00052
group_1385,,hypothetical protein,,,2_refound_9,CHHPJEJH_00673,,,,
group_1384,,hypothetical protein,,,NCOBLFIM_00438,CHHPJEJH_01078,,,,
group_1375,,hypothetical protein,,,,,,,6_refound_55,LDEEJEMD_01364
group_1372,,hypothetical protein,,,,,,,HBKJMDBP_00593,LDEEJEMD_00809
group_1366,,hypothetical protein,,,,,,,6_refound_40,LDEEJEMD_00603
group_1365,,hypothetical protein,,,,,,,6_refound_36,LDEEJEMD_00435
group_1353,,hypothetical protein,,,,,,,6_refound_59,LDEEJEMD_01590
group_1351,,conjugal transfer protein TraG,,,,,,,HBKJMDBP_00499,LDEEJEMD_00730
group_1342,,hypothetical protein,,,,,,,HBKJMDBP_01092,LDEEJEMD_01020
group_1338,,hypothetical protein,,,,,,,6_refound_54,LDEEJEMD_01254
group_1324,,FmdB family transcriptional regulator,,,,,,,6_refound_32,LDEEJEMD_00220
group_1318,,hypothetical protein,,,,,MEHEBMPK_00884,JPHLBIEJ_01157,,
group_1307,,hypothetical protein,,,,,,,6_refound_33,LDEEJEMD_00273
group_1306,,helix-turn-helix domain-containing protein,,,,,MEHEBMPK_00885,JPHLBIEJ_01158,,
group_1305,,hypothetical protein,,,,,MEHEBMPK_00699,JPHLBIEJ_00334,,
group_1299,,hypothetical protein,,,,,,,6_refound_60,LDEEJEMD_01601
group_1297,,hypothetical protein,,,,,,,6_refound_46,LDEEJEMD_00984
group_1292,,hypothetical protein,,,,,,,6_refound_24,LDEEJEMD_00027
group_1289,,hypothetical protein,,,,,MEHEBMPK_01000,JPHLBIEJ_01288,,
group_1286,,levansucrase,,,,,,,6_refound_35,LDEEJEMD_00418
group_1282,,hypothetical protein,,,,,,,6_refound_45,LDEEJEMD_00981
group_1263,,hypothetical protein,,,,,MEHEBMPK_00799,JPHLBIEJ_01052,,
group_1262,,hypothetical protein,,,,,MEHEBMPK_00031,JPHLBIEJ_00645,,
group_1259,,hypothetical protein,,,,,,,6_refound_52,LDEEJEMD_01222
group_1255,,hypothetical protein,,,,,,,6_refound_27,LDEEJEMD_00110
group_1252,,helix-turn-helix domain-containing protein,,,NCOBLFIM_00258,,,JPHLBIEJ_00382,,
group_1249,,hypothetical protein,,,,,MEHEBMPK_00007,JPHLBIEJ_00621,,
group_1247,,hypothetical protein,,,,,,,6_refound_50_stop,LDEEJEMD_01212
group_1226,,hypothetical protein,,,NCOBLFIM_00017,CHHPJEJH_00674,,,,
group_1221,,hypothetical protein,,,,,,,HBKJMDBP_01046,LDEEJEMD_01080
group_1218,,hypothetical protein,,,NCOBLFIM_00387,CHHPJEJH_01026,,,,
group_1217,,hypothetical protein,,,NCOBLFIM_00260,,,JPHLBIEJ_00380,,
group_1207,,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,,,,,,,HBKJMDBP_01164,LDEEJEMD_00631
group_1201,,hypothetical protein,,,,,,,6_refound_38,LDEEJEMD_00546
group_1195,,hypothetical protein,,,,,,,6_refound_42,LDEEJEMD_00734
group_1186,,hypothetical protein,GPLCAFGD_00336,IJGDKHFC_01093,,,,,,
group_1171,,Txe/YoeB family addiction module toxin,,,,,,,HBKJMDBP_00440,LDEEJEMD_00698
group_1158,,hypothetical protein,,,,,,,6_refound_34,LDEEJEMD_00276
group_1154,,WhiB family transcriptional regulator,,,,,,,HBKJMDBP_00548,LDEEJEMD_00757
group_1152,,WhiB family transcriptional regulator,,,NCOBLFIM_01028,CHHPJEJH_00454,,,,
group_1149,,type II toxin-antitoxin system RelB/DinJ family antitoxin,GPLCAFGD_00399,IJGDKHFC_00597,,,,,,
